Date,Open,High,Low,Close,Adj Close,Volume
2019-02-27,47000.0,47250.0,46750.0,46750.0,41156.33203125,8045211
2019-02-28,46400.0,46500.0,45100.0,45100.0,39703.75390625,23569321
2019-03-04,46000.0,46100.0,44800.0,44850.0,39483.67578125,12926539
2019-03-05,44600.0,45100.0,44150.0,44250.0,38955.4609375,10612405
2019-03-06,44000.0,44300.0,43700.0,44000.0,38735.37109375,10202544
2019-03-07,43400.0,44950.0,43400.0,44450.0,39131.52734375,11049749
2019-03-08,44450.0,44800.0,43800.0,43800.0,38559.30078125,7729069
2019-03-11,44400.0,44450.0,43650.0,43650.0,38427.25,10717408
2019-03-12,44300.0,44950.0,44150.0,44650.0,39307.6015625,11431977
2019-03-13,44250.0,44450.0,43700.0,43850.0,38603.3203125,8108343
2019-03-14,43700.0,44300.0,43550.0,43850.0,38603.3203125,18039161
2019-03-15,43800.0,44250.0,43700.0,44200.0,38911.4453125,16814163
2019-03-18,43950.0,44150.0,43450.0,43700.0,38471.26953125,8188876
2019-03-19,43750.0,43900.0,43550.0,43900.0,38647.33984375,7609563
2019-03-20,43800.0,44200.0,43100.0,44050.0,38779.390625,9846242
2019-03-21,44600.0,46250.0,44050.0,45850.0,40364.015625,21138016
2019-03-22,46850.0,47000.0,46250.0,46550.0,40980.265625,12535911
2019-03-25,45300.0,45650.0,44800.0,45500.0,40055.90234375,8699728
2019-03-26,45500.0,45700.0,44900.0,45250.0,39835.80859375,9729811
2019-03-27,44750.0,45600.0,44250.0,45350.0,39923.84375,9568081
2019-03-28,44950.0,45200.0,44300.0,44850.0,39794.3046875,6821306
2019-03-29,44500.0,44900.0,44200.0,44650.0,39616.83984375,11491713
2019-04-01,45200.0,45450.0,44850.0,45050.0,39971.75,7362129
2019-04-02,45550.0,46100.0,45350.0,45750.0,40592.8515625,9480688
2019-04-03,46750.0,46750.0,45800.0,46600.0,41347.03125,12436570
2019-04-04,46150.0,47100.0,46150.0,46950.0,41657.578125,12650168
2019-04-05,46950.0,47550.0,46600.0,46850.0,41568.859375,8546339
2019-04-08,47250.0,47250.0,46150.0,46650.0,41391.40234375,8507909
2019-04-09,46700.0,46950.0,46200.0,46650.0,41391.40234375,6878761
2019-04-10,46400.0,46700.0,46050.0,46700.0,41435.76171875,11883995
2019-04-11,46700.0,46800.0,46150.0,46250.0,41036.484375,13697399
2019-04-12,46050.0,46900.0,46000.0,46850.0,41568.859375,7668936
2019-04-15,47150.0,47500.0,47000.0,47050.0,41746.3046875,8733019
2019-04-16,47400.0,47400.0,46800.0,47250.0,41923.75390625,7730881
2019-04-17,47300.0,47600.0,47000.0,47050.0,41746.3046875,5513658
2019-04-18,47200.0,47250.0,45500.0,45600.0,40459.7578125,12808747
2019-04-19,45750.0,46000.0,45250.0,45300.0,40193.578125,8479710
2019-04-22,45400.0,45900.0,45100.0,45350.0,40237.9453125,6006957
2019-04-23,45050.0,45500.0,45000.0,45200.0,40104.8515625,6920566
2019-04-24,45400.0,45650.0,44150.0,44750.0,39705.578125,13299267
2019-04-25,44250.0,45000.0,44100.0,44650.0,39616.83984375,10868965
2019-04-26,44200.0,45000.0,43800.0,44850.0,39794.3046875,9739982
2019-04-29,45150.0,46150.0,45100.0,46150.0,40947.765625,8777517
2019-04-30,46000.0,46300.0,45350.0,45850.0,40681.57421875,11121273
2019-05-02,45500.0,46150.0,45400.0,45900.0,40725.9375,8625126
2019-05-03,45900.0,46050.0,45300.0,45300.0,40193.578125,6562916
2019-05-07,45250.0,45300.0,44400.0,44850.0,39794.3046875,12014907
2019-05-08,44300.0,44850.0,44200.0,44250.0,39261.9296875,10398754
2019-05-09,43900.0,44250.0,42450.0,42450.0,37664.84375,23029718
2019-05-10,42600.0,43450.0,42450.0,42900.0,38064.109375,14579512
2019-05-13,42500.0,43200.0,42350.0,42650.0,37842.3046875,7635079
2019-05-14,41300.0,43100.0,41300.0,42650.0,37842.3046875,11563730
2019-05-15,42700.0,43050.0,42550.0,42550.0,37753.57421875,7670185
2019-05-16,42350.0,42400.0,41350.0,41550.0,36866.29296875,13687828
2019-05-17,41950.0,42050.0,40850.0,41200.0,36555.75390625,13357951
2019-05-20,41650.0,42100.0,41550.0,42000.0,37265.56640625,15752397
2019-05-21,42600.0,43950.0,42350.0,43150.0,38285.9375,18812133
2019-05-22,43700.0,43800.0,42400.0,43500.0,38596.48046875,11033339
2019-05-23,43900.0,44000.0,43250.0,43850.0,38907.03125,12259006
2019-05-24,43800.0,43800.0,42400.0,42700.0,37886.6640625,13966305
2019-05-27,42500.0,43000.0,42350.0,42650.0,37842.3046875,8066669
2019-05-28,42550.0,42950.0,42150.0,42550.0,37753.57421875,24506881
2019-05-29,41850.0,42100.0,41300.0,41800.0,37088.11328125,14930618
2019-05-30,42200.0,42700.0,42150.0,42550.0,37753.57421875,11766018
2019-05-31,42600.0,42800.0,42150.0,42500.0,37709.20703125,11365999
2019-06-03,42950.0,43900.0,42500.0,43800.0,38862.65625,15466580
2019-06-04,43400.0,43700.0,43000.0,43450.0,38552.12109375,9913497
2019-06-05,44050.0,44200.0,43700.0,43900.0,38951.38671875,12464135
2019-06-07,43600.0,44350.0,43450.0,44200.0,39217.57421875,11683682
2019-06-10,44300.0,44850.0,44050.0,44800.0,39749.94140625,8792182
2019-06-11,44800.0,45000.0,44550.0,44850.0,39794.3046875,6664872
2019-06-12,44800.0,45050.0,44300.0,44600.0,39572.484375,8607439
2019-06-13,44200.0,44400.0,43400.0,43750.0,38818.30078125,16906541
2019-06-14,43750.0,44150.0,43300.0,44000.0,39040.1171875,9322873
2019-06-17,43750.0,44050.0,43400.0,43900.0,38951.38671875,11890424
2019-06-18,43750.0,44500.0,43650.0,44350.0,39350.65625,7994928
2019-06-19,45450.0,45450.0,45000.0,45350.0,40237.9453125,10417690
2019-06-20,44850.0,45500.0,44850.0,45500.0,40371.03125,7147785
2019-06-21,45750.0,45800.0,45200.0,45700.0,40548.48046875,9454913
2019-06-24,45200.0,45800.0,45200.0,45500.0,40371.03125,6085066
2019-06-25,45200.0,45800.0,45200.0,45600.0,40459.7578125,7076774
2019-06-26,45800.0,46000.0,45600.0,45700.0,40548.48046875,9226097
2019-06-27,46000.0,46600.0,45750.0,46500.0,41580.40234375,12603534
2019-06-28,47000.0,47000.0,46700.0,47000.0,42027.4921875,12949231
2019-07-01,47350.0,47400.0,46250.0,46600.0,41669.8125,11383522
2019-07-02,46200.0,46900.0,45850.0,46250.0,41356.84375,8463073
2019-07-03,45750.0,46350.0,45200.0,45400.0,40596.77734375,9669368
2019-07-04,45250.0,46200.0,45250.0,46000.0,41133.29296875,6365573
2019-07-05,45950.0,45950.0,45250.0,45650.0,40820.3125,7235395
2019-07-08,44750.0,44800.0,44350.0,44400.0,39702.5625,7823843
2019-07-09,44850.0,45450.0,44700.0,45100.0,40328.5078125,7646421
2019-07-10,45550.0,46150.0,45500.0,45550.0,40730.90234375,9253930
2019-07-11,46350.0,46550.0,46150.0,46200.0,41312.140625,10989751
2019-07-12,46350.0,46400.0,45800.0,46300.0,41401.55859375,5245804
2019-07-15,45950.0,46650.0,45750.0,46450.0,41535.6875,4717226
2019-07-16,46450.0,46850.0,46300.0,46850.0,41893.36328125,7407824
2019-07-17,46150.0,46350.0,45950.0,46050.0,41178.00390625,5216602
2019-07-18,46450.0,46450.0,45650.0,46100.0,41222.71484375,5143554
2019-07-19,46650.0,46950.0,46600.0,46800.0,41848.65234375,8819393
2019-07-22,46800.0,47300.0,46600.0,47200.0,42206.34375,9009109
2019-07-23,47350.0,47550.0,47050.0,47300.0,42295.7578125,9061381
2019-07-24,47100.0,47150.0,46250.0,46400.0,41490.9765625,8756522
2019-07-25,47150.0,47200.0,46600.0,47200.0,42206.34375,8408838
2019-07-26,46650.0,47150.0,46550.0,47150.0,42161.6328125,7873886
2019-07-29,46800.0,47050.0,46000.0,46100.0,41222.71484375,6856846
2019-07-30,46300.0,46850.0,46300.0,46550.0,41625.09375,5551014
2019-07-31,46200.0,46600.0,45000.0,45350.0,40552.0625,12872916
2019-08-01,44900.0,45500.0,44850.0,45200.0,40417.92578125,7811181
2019-08-02,44550.0,45500.0,44300.0,44950.0,40194.3828125,12151374
2019-08-05,44350.0,44600.0,43600.0,43950.0,39300.17578125,14214086
2019-08-06,42500.0,43800.0,42500.0,43500.0,38897.78125,15083824
2019-08-07,43600.0,43900.0,43100.0,43200.0,38629.52734375,10002533
2019-08-08,43250.0,43500.0,42650.0,42650.0,38137.71875,16926881
2019-08-09,43250.0,43350.0,43050.0,43150.0,38584.81640625,9685147
2019-08-12,44000.0,44000.0,43550.0,43700.0,39076.625,8466169
2019-08-13,43500.0,43500.0,42950.0,43000.0,38450.68359375,7276979
2019-08-14,43900.0,44250.0,43500.0,43700.0,39076.625,8750135
2019-08-16,43800.0,43900.0,43300.0,43900.0,39255.46875,9528115
2019-08-19,44350.0,44350.0,43500.0,43600.0,38987.21484375,6014218
2019-08-20,43950.0,44600.0,43550.0,44450.0,39747.2734375,8434205
2019-08-21,44350.0,44800.0,44150.0,44500.0,39791.984375,6571717
2019-08-22,44500.0,44700.0,43850.0,44050.0,39389.6015625,8061177
2019-08-23,43800.0,44200.0,43650.0,43950.0,39300.17578125,5017381
2019-08-26,43050.0,43800.0,42950.0,43600.0,38987.21484375,7954949
2019-08-27,43650.0,44200.0,43600.0,44050.0,39389.6015625,16883932
2019-08-28,44100.0,44400.0,43750.0,44150.0,39479.0234375,5758333
2019-08-29,44200.0,44200.0,43050.0,43400.0,38808.36328125,10768862
2019-08-30,43750.0,44300.0,43750.0,44000.0,39344.8828125,9899073
2019-09-02,44850.0,44850.0,43650.0,43800.0,39166.0546875,7185537
2019-09-03,43550.0,43650.0,43100.0,43250.0,38674.23828125,9774941
2019-09-04,43250.0,44100.0,43150.0,44100.0,39434.3125,12441837
2019-09-05,44800.0,46100.0,44450.0,45700.0,40865.02734375,18297430
2019-09-06,46500.0,46500.0,45850.0,46300.0,41401.55859375,9896562
2019-09-09,46450.0,47000.0,46300.0,46900.0,41938.0703125,9434157
2019-09-10,47100.0,47200.0,46550.0,47000.0,42027.4921875,9231792
2019-09-11,47300.0,47400.0,46800.0,47150.0,42161.6328125,16141619
2019-09-16,47000.0,47100.0,46400.0,47100.0,42116.91796875,15550926
2019-09-17,47000.0,47100.0,46800.0,46900.0,41938.0703125,7006280
2019-09-18,46900.0,47700.0,46800.0,47700.0,42653.4375,10413027
2019-09-19,48050.0,49200.0,47850.0,49150.0,43950.03125,16461413
2019-09-20,49400.0,49600.0,49100.0,49200.0,43994.734375,15460210
2019-09-23,49250.0,49300.0,49000.0,49300.0,44084.15625,7568553
2019-09-24,49050.0,49650.0,48850.0,49500.0,44262.9921875,7871955
2019-09-25,49200.0,49350.0,48800.0,48900.0,43726.48046875,9187141
2019-09-26,49000.0,49250.0,48900.0,49200.0,43994.734375,8494756
2019-09-27,48000.0,48700.0,48000.0,48400.0,43593.0390625,8048041
2019-09-30,48050.0,49250.0,47900.0,49050.0,44178.4765625,9497119
2019-10-01,48900.0,49100.0,48650.0,48850.0,43998.34375,6206035
2019-10-02,48350.0,48400.0,47600.0,47600.0,42872.48828125,8382463
2019-10-04,47400.0,48650.0,47350.0,48000.0,43232.76171875,9331695
2019-10-07,48350.0,48700.0,47650.0,47750.0,43007.59375,7047273
2019-10-08,47900.0,49000.0,47600.0,48900.0,44043.375,14239367
2019-10-10,48200.0,49200.0,48000.0,48550.0,43728.1328125,18639855
2019-10-11,49000.0,49450.0,48800.0,49150.0,44268.5390625,7783275
2019-10-14,50000.0,50300.0,49850.0,50000.0,45034.12890625,11130635
2019-10-15,49900.0,50200.0,49900.0,50100.0,45124.19921875,6058105
2019-10-16,50700.0,50900.0,50400.0,50700.0,45664.609375,9136282
2019-10-17,50500.0,50600.0,50100.0,50500.0,45484.47265625,6701380
2019-10-18,50300.0,50900.0,49650.0,49900.0,44944.0546875,8483106
2019-10-21,49900.0,50400.0,49800.0,50300.0,45304.3359375,4406531
2019-10-22,50800.0,51500.0,50700.0,51200.0,46114.94140625,10898729
2019-10-23,51300.0,51500.0,50800.0,51200.0,46114.94140625,8663880
2019-10-24,52500.0,52500.0,50500.0,50700.0,45664.609375,21185785
2019-10-25,50800.0,51200.0,50500.0,50900.0,45844.7421875,7879897
2019-10-28,50700.0,51500.0,50700.0,51300.0,46205.0234375,6431522
2019-10-29,51400.0,51700.0,50800.0,51100.0,46024.87890625,7581629
2019-10-30,50700.0,50800.0,50200.0,50400.0,45394.40234375,8959435
2019-10-31,51000.0,51400.0,50300.0,50400.0,45394.40234375,10304777
2019-11-01,50600.0,51200.0,50400.0,51200.0,46114.94140625,8467846
2019-11-04,51700.0,52300.0,51400.0,52300.0,47105.69921875,13012411
2019-11-05,52400.0,52700.0,52100.0,52700.0,47465.97265625,10581034
2019-11-06,52900.0,53500.0,52700.0,53300.0,48006.3828125,14361133
2019-11-07,53400.0,53400.0,52400.0,52900.0,47646.10546875,9257116
2019-11-08,53200.0,53300.0,52000.0,52100.0,46925.55859375,11603290
2019-11-11,52200.0,52200.0,51400.0,51600.0,46475.21875,8185952
2019-11-12,51800.0,52600.0,51600.0,52600.0,47375.90234375,6576148
2019-11-13,52500.0,52500.0,52000.0,52500.0,47285.83203125,6225196
2019-11-14,51900.0,52800.0,51900.0,52800.0,47556.0390625,12010018
2019-11-15,52900.0,53700.0,52600.0,53700.0,48366.6484375,9703360
2019-11-18,53600.0,53800.0,53200.0,53500.0,48186.515625,7746554
2019-11-19,53200.0,53500.0,52700.0,53500.0,48186.515625,8907177
2019-11-20,53400.0,53400.0,52000.0,52000.0,46835.484375,12560070
2019-11-21,51600.0,52100.0,50600.0,51000.0,45934.8125,14298646
2019-11-22,51000.0,51600.0,50900.0,51600.0,46475.21875,8478310
2019-11-25,52200.0,52600.0,51700.0,51800.0,46655.35546875,9050625
2019-11-26,51900.0,52900.0,51800.0,51800.0,46655.35546875,27372226
2019-11-27,51800.0,52300.0,51600.0,52200.0,47015.62890625,7546261
2019-11-28,51900.0,52100.0,51300.0,51300.0,46205.0234375,6833885
2019-11-29,51200.0,51400.0,50200.0,50300.0,45304.3359375,11179334
2019-12-02,50900.0,51300.0,50400.0,50400.0,45394.40234375,18877252
2019-12-03,49800.0,50300.0,49500.0,49900.0,44944.0546875,12059812
2019-12-04,49600.0,49850.0,49000.0,49450.0,44538.75,13246549
2019-12-05,50200.0,50400.0,49500.0,49500.0,44583.78125,10449715
2019-12-06,50100.0,50900.0,49950.0,50400.0,45394.40234375,11414563
2019-12-09,50900.0,51400.0,50700.0,51200.0,46114.94140625,8470627
2019-12-10,51000.0,51600.0,50700.0,51500.0,46385.15625,6882771
2019-12-11,51500.0,52200.0,51400.0,51900.0,46745.41796875,11379521
2019-12-12,53000.0,53300.0,52700.0,53300.0,48006.3828125,29178697
2019-12-13,54500.0,54800.0,53900.0,54700.0,49267.33203125,18120261
2019-12-16,54500.0,54900.0,54300.0,54700.0,49267.33203125,11512405
2019-12-17,55800.0,56700.0,55400.0,56700.0,51068.69921875,19358433
2019-12-18,56700.0,57200.0,56000.0,56300.0,50708.4296875,15558208
2019-12-19,57000.0,57300.0,55500.0,56000.0,50438.21875,14180520
2019-12-20,56100.0,56500.0,55600.0,56000.0,50438.21875,12095519
2019-12-23,56100.0,56400.0,55100.0,55500.0,49987.875,9839252
2019-12-24,55600.0,55700.0,54800.0,55000.0,49537.54296875,11868463
2019-12-26,54700.0,55400.0,54400.0,55400.0,49897.8125,9645034
2019-12-27,55700.0,56900.0,55500.0,56500.0,51215.83203125,12313056
2019-12-30,56200.0,56600.0,55700.0,55800.0,50581.296875,8356767
2020-01-02,55500.0,56000.0,55000.0,55200.0,50037.41015625,12993228
2020-01-03,56000.0,56600.0,54900.0,55500.0,50309.3515625,15422255
2020-01-06,54900.0,55600.0,54600.0,55500.0,50309.3515625,10278951
2020-01-07,55700.0,56400.0,55600.0,55800.0,50581.296875,10009778
2020-01-08,56200.0,57400.0,55900.0,56800.0,51487.76953125,23501171
2020-01-09,58400.0,58600.0,57400.0,58600.0,53119.42578125,24102579
2020-01-10,58800.0,59700.0,58300.0,59500.0,53935.25390625,16000170
2020-01-13,59600.0,60000.0,59100.0,60000.0,54388.48828125,11359139
2020-01-14,60400.0,61000.0,59900.0,60000.0,54388.48828125,16906295
2020-01-15,59500.0,59600.0,58900.0,59000.0,53482.01171875,14300928
2020-01-16,59100.0,60700.0,59000.0,60700.0,55023.03125,14381774
2020-01-17,61900.0,62000.0,61000.0,61300.0,55566.90625,16025661
2020-01-20,62000.0,62800.0,61700.0,62400.0,56564.03515625,12528855
2020-01-21,62000.0,62400.0,61200.0,61400.0,55657.55078125,11142693
2020-01-22,60500.0,62600.0,60400.0,62300.0,56473.3828125,15339565
2020-01-23,61800.0,61800.0,60700.0,60800.0,55113.671875,14916555
2020-01-28,59400.0,59400.0,58300.0,58800.0,53300.72265625,23664541
2020-01-29,59100.0,59700.0,58800.0,59100.0,53572.66015625,16446102
2020-01-30,58800.0,58800.0,56800.0,57200.0,51850.36328125,20821939
2020-01-31,57800.0,58400.0,56400.0,56400.0,51125.1875,19749457
2020-02-03,55500.0,57400.0,55200.0,57200.0,51850.36328125,23995260
2020-02-04,57100.0,59000.0,56800.0,58900.0,53391.375,21800192
2020-02-05,60000.0,60200.0,58900.0,59500.0,53935.25390625,19278165
2020-02-06,60100.0,61100.0,59700.0,61100.0,55385.61328125,14727159
2020-02-07,61100.0,61200.0,59700.0,60400.0,54751.08203125,16402493
2020-02-10,59200.0,59800.0,59100.0,59700.0,54116.54296875,13107121
2020-02-11,59800.0,60700.0,59700.0,59900.0,54297.84765625,11071231
2020-02-12,60300.0,60700.0,59700.0,60500.0,54841.72265625,12904207
2020-02-13,61200.0,61600.0,60500.0,60700.0,55023.03125,18449775
2020-02-14,60900.0,61900.0,60200.0,61800.0,56020.14453125,13276067
2020-02-17,61600.0,62000.0,61200.0,61500.0,55748.19921875,8740596
2020-02-18,60800.0,60900.0,59700.0,59800.0,54207.203125,16674266
2020-02-19,59800.0,60400.0,59400.0,60200.0,54569.78515625,12951496
2020-02-20,60700.0,61300.0,59600.0,60000.0,54388.48828125,14591924
2020-02-21,58800.0,59800.0,58500.0,59200.0,53663.30859375,13777393
2020-02-24,57400.0,58100.0,56800.0,56800.0,51487.76953125,25627537
2020-02-25,56200.0,58000.0,56200.0,57900.0,52484.88671875,23885408
2020-02-26,56000.0,57000.0,56000.0,56500.0,51215.83203125,25483102
2020-02-27,56300.0,56900.0,55500.0,55900.0,50671.9453125,23209541
2020-02-28,55000.0,55500.0,54200.0,54200.0,49130.93359375,30054227
2020-03-02,54300.0,55500.0,53600.0,55000.0,49856.11328125,30403412
2020-03-03,56700.0,56900.0,55100.0,55400.0,50218.70703125,30330295
2020-03-04,54800.0,57600.0,54600.0,57400.0,52031.65625,24765728
2020-03-05,57600.0,58000.0,56700.0,57800.0,52394.25,21698990
2020-03-06,56500.0,57200.0,56200.0,56500.0,51215.83203125,18716656
2020-03-09,56500.0,56500.0,56500.0,56500.0,51215.83203125,0
2020-03-10,53800.0,54900.0,53700.0,54600.0,49493.5234375,32106554
2020-03-11,54300.0,54400.0,52000.0,52100.0,47227.33984375,45707281
2020-03-12,52100.0,52100.0,52100.0,52100.0,47227.33984375,0
2020-03-13,47450.0,51600.0,46850.0,49950.0,45278.4140625,59462933
2020-03-16,50100.0,50900.0,48800.0,48900.0,44326.625,33339821
2020-03-17,46900.0,49650.0,46700.0,47300.0,42876.26171875,51218151
2020-03-18,47750.0,48350.0,45600.0,45600.0,41335.25,40152623
2020-03-19,46400.0,46650.0,42300.0,42950.0,38933.09375,56925513
2020-03-20,44150.0,45500.0,43550.0,45400.0,41153.9609375,49730008
2020-03-23,42600.0,43550.0,42400.0,42500.0,38525.1796875,41701626
2020-03-24,43850.0,46950.0,43050.0,46950.0,42558.99609375,49801908
2020-03-25,48950.0,49600.0,47150.0,48650.0,44099.99609375,52735922
2020-03-26,49000.0,49300.0,47700.0,47800.0,43329.4921875,42185129
2020-03-27,49600.0,49700.0,46850.0,48300.0,43782.7265625,39896178
2020-03-30,47050.0,48350.0,46550.0,47850.0,43695.06640625,26797395
2020-03-31,48000.0,48500.0,47150.0,47750.0,43603.75390625,30654261
2020-04-01,47450.0,47900.0,45800.0,45800.0,41823.078125,27259532
2020-04-02,46200.0,46850.0,45350.0,46800.0,42736.2421875,21621076
2020-04-03,47400.0,47600.0,46550.0,47000.0,42918.87890625,22784682
2020-04-06,47500.0,48800.0,47250.0,48700.0,44471.2578125,23395726
2020-04-07,49650.0,50200.0,49000.0,49600.0,45293.11328125,31524034
2020-04-08,49600.0,49750.0,48600.0,48600.0,44379.9453125,25010314
2020-04-09,49750.0,49800.0,48700.0,49100.0,44836.5390625,22628058
2020-04-10,48950.0,49250.0,48650.0,49250.0,44973.50390625,17839111
2020-04-13,48650.0,48900.0,48300.0,48300.0,44105.9921875,14431800
2020-04-14,48800.0,49200.0,48300.0,49000.0,44745.2109375,14206216
2020-04-16,49350.0,49350.0,48550.0,49000.0,44745.2109375,23349760
2020-04-17,50800.0,52000.0,50300.0,51400.0,46936.80859375,32041675
2020-04-20,51400.0,51400.0,50000.0,50100.0,45749.6953125,21866354
2020-04-21,49400.0,49700.0,48700.0,49250.0,44973.50390625,27407543
2020-04-22,48700.0,50000.0,48350.0,49850.0,45521.40234375,18613864
2020-04-23,50200.0,50300.0,49500.0,49850.0,45521.40234375,18754442
2020-04-24,49650.0,49750.0,49000.0,49350.0,45064.81640625,15618347
2020-04-27,49350.0,50000.0,49100.0,49850.0,45521.40234375,14049471
2020-04-28,49850.0,50100.0,49300.0,50100.0,45749.6953125,16095399
2020-04-29,49900.0,50500.0,49600.0,50000.0,45658.37890625,15604533
2020-05-04,48900.0,49100.0,48500.0,48500.0,44288.6328125,26083749
2020-05-06,49000.0,49200.0,48500.0,49200.0,44927.8515625,18070225
2020-05-07,49200.0,49300.0,48700.0,48800.0,44562.578125,13884411
2020-05-08,49100.0,49350.0,48800.0,48800.0,44562.578125,15319700
2020-05-11,48900.0,49250.0,48300.0,48400.0,44197.3125,16357743
2020-05-12,48400.0,48500.0,47550.0,47900.0,43740.7265625,23433590
2020-05-13,47250.0,48550.0,47200.0,48550.0,44334.28125,20223277
2020-05-14,47750.0,48100.0,47650.0,48000.0,43832.04296875,19305974
2020-05-15,48400.0,48450.0,47700.0,47850.0,43695.06640625,18463118
2020-05-18,47950.0,49100.0,47600.0,48800.0,44562.578125,20481981
2020-05-19,50100.0,50500.0,49700.0,50300.0,45932.33203125,25168295
2020-05-20,50000.0,50200.0,49800.0,50000.0,45658.37890625,14896899
2020-05-21,50300.0,50400.0,49850.0,49950.0,45612.72265625,14949266
2020-05-22,49600.0,49800.0,48600.0,48750.0,44516.91796875,19706284
2020-05-25,48750.0,48900.0,48450.0,48850.0,44608.234375,14337913
2020-05-26,48700.0,49450.0,48600.0,49250.0,44973.50390625,15127490
2020-05-27,48950.0,50000.0,48800.0,49900.0,45567.0625,19548479
2020-05-28,51100.0,51200.0,49900.0,50400.0,46023.64453125,31309318
2020-05-29,50000.0,50700.0,49700.0,50700.0,46297.59765625,27596961
2020-06-01,50800.0,51200.0,50600.0,51200.0,46754.1796875,16949183
2020-06-02,51000.0,51500.0,50800.0,51400.0,46936.80859375,14247933
2020-06-03,51800.0,55000.0,51700.0,54500.0,49767.63671875,49257814
2020-06-04,55800.0,57000.0,54600.0,54600.0,49858.953125,40220334
2020-06-05,54400.0,55900.0,54000.0,55500.0,50680.796875,22743629
2020-06-08,56400.0,56500.0,54700.0,54900.0,50132.90234375,25634965
2020-06-09,55800.0,56500.0,54400.0,55500.0,50680.796875,23998831
2020-06-10,55100.0,55900.0,54900.0,55400.0,50589.48046875,16742493
2020-06-11,54500.0,55100.0,53200.0,54300.0,49585.0078125,33815123
2020-06-12,52100.0,52800.0,51500.0,52300.0,47758.6640625,26976019
2020-06-15,51400.0,52000.0,49900.0,49900.0,45567.0625,28772921
2020-06-16,51200.0,52100.0,50600.0,52100.0,47576.02734375,21808375
2020-06-17,52100.0,52900.0,51300.0,52200.0,47667.34765625,26672595
2020-06-18,52200.0,52300.0,51600.0,52300.0,47758.6640625,15982926
2020-06-19,52600.0,52900.0,51600.0,52900.0,48306.5703125,18157985
2020-06-22,52000.0,52600.0,51800.0,52000.0,47484.71484375,13801350
2020-06-23,52500.0,52800.0,51100.0,51400.0,46936.80859375,18086152
2020-06-24,51900.0,53900.0,51600.0,52900.0,48306.5703125,24519552
2020-06-25,52100.0,53000.0,51900.0,51900.0,47393.40234375,18541624
2020-06-26,52800.0,53900.0,52200.0,53300.0,48671.828125,21575360
2020-06-29,52500.0,53200.0,52000.0,52400.0,48169.90625,17776925
2020-06-30,53900.0,53900.0,52800.0,52800.0,48537.61328125,21157172
2020-07-01,53400.0,53600.0,52400.0,52600.0,48353.76171875,16706143
